user_id,login_frequency,last_login_time,purchase_history,ratings_count,session_duration,avg_session_time,purchases,last_purchase_days_ago,churn_status
47,25,1/17/2024 4:33,28,17,433,18,1,2,0
48,22,7/31/2024 8:28,34,79,494,13,3,33,0
49,4,4/1/2024 4:30,32,13,326,20,3,56,0
50,8,4/11/2024 23:34,6,66,450,5,2,22,0
51,23,10/13/2024 0:14,21,29,87,10,2,54,0
52,8,3/24/2024 14:16,26,26,275,25,0,28,0
53,15,9/11/2024 0:26,32,68,366,20,2,4,0
54,3,9/19/2024 18:30,48,16,221,18,4,6,0
55,3,3/25/2024 20:38,40,36,329,21,4,31,0
56,3,7/20/2024 18:15,32,62,302,25,6,33,0
57,3,7/16/2024 7:42,17,24,272,26,9,3,0
58,8,3/6/2024 5:20,45,23,163,19,5,23,0
59,2,2/12/2024 18:19,26,1,322,12,0,9,1
60,11,6/28/2024 0:38,47,38,219,27,9,35,0
61,18,5/28/2024 7:05,24,23,62,11,8,36,0
62,13,2/24/2024 16:45,19,64,313,18,2,23,0
63,15,3/31/2024 9:06,27,97,371,27,5,51,0
64,25,8/24/2024 22:35,21,57,107,26,0,52,0
65,10,6/24/2024 10:41,5,14,103,15,4,33,0
66,8,11/4/2024 9:19,43,4,152,8,5,45,0
67,20,6/29/2024 10:13,29,46,404,27,7,52,0
68,16,6/9/2024 10:50,12,29,196,21,7,19,0
69,28,11/16/2024 0:10,25,89,166,27,8,12,0
70,21,11/1/2024 16:11,0,57,171,5,1,32,0
71,30,2/27/2024 7:43,47,88,286,25,0,16,0
72,29,2/15/2024 12:56,38,63,496,9,5,29,0
73,23,8/17/2024 0:13,2,75,203,20,2,37,0
74,22,11/8/2024 23:14,28,77,269,9,0,30,0
75,14,2/17/2024 22:50,4,75,449,20,4,39,0
76,4,8/18/2024 2:25,32,93,406,27,9,10,0
77,22,4/17/2024 19:00,4,99,339,24,9,58,0
78,19,6/4/2024 16:19,31,0,374,17,3,16,0
79,24,11/3/2024 1:02,15,1,433,24,7,12,0
80,18,7/6/2024 2:29,34,32,466,23,4,12,0
81,3,4/25/2024 6:22,0,32,217,14,1,51,0
82,18,12/30/2024 6:01,34,86,386,12,9,10,0
83,26,5/9/2024 2:14,33,6,245,25,1,45,0
84,11,2/19/2024 23:07,28,35,266,25,8,36,0
85,10,7/16/2024 7:58,36,72,457,7,0,35,0
86,16,8/19/2024 3:39,35,81,145,28,6,32,0
87,5,9/13/2024 6:20,11,54,62,27,8,35,0
88,9,10/8/2024 15:15,29,16,418,24,8,22,0
89,13,6/26/2024 5:37,18,48,149,16,8,19,0
90,12,2/17/2024 7:29,8,70,333,18,3,19,0
91,26,9/13/2024 3:10,46,15,422,9,2,12,0
92,25,10/30/2024 23:27,20,99,102,27,8,39,0
93,13,1/26/2024 10:22,41,57,472,18,9,5,0
94,3,9/21/2024 8:38,22,92,284,15,1,47,0
95,12,11/27/2024 1:03,8,73,491,16,0,38,0
96,7,10/8/2024 9:48,45,12,217,14,8,50,0
97,27,4/19/2024 1:24,1,4,78,9,5,19,0
98,8,3/15/2024 15:43,47,64,391,24,0,7,0
99,25,1/21/2024 1:23,44,3,341,10,2,44,0
100,22,8/16/2024 5:15,38,90,251,23,6,3,0
101,13,6/20/2024 18:14,12,91,175,24,7,41,0
102,7,12/10/2024 14:44,0,2,397,29,0,25,0
103,24,12/20/2024 12:51,32,37,166,10,9,44,0
104,13,11/16/2024 22:37,31,44,366,19,4,16,0
105,22,6/14/2024 20:50,20,74,301,9,3,35,0
106,19,7/23/2024 11:10,19,56,451,19,8,49,0
107,14,8/27/2024 13:17,14,30,50,25,5,54,0
108,3,8/13/2024 0:29,15,86,490,15,9,32,0
109,16,7/25/2024 14:20,7,75,457,25,7,58,0
110,28,3/28/2024 7:46,35,89,185,22,4,41,0
111,4,6/16/2024 10:03,26,62,194,13,0,53,0
112,20,12/18/2024 3:54,12,91,289,17,2,6,0
113,18,7/12/2024 17:22,4,46,458,6,9,56,0
114,30,10/21/2024 17:26,49,4,168,28,0,54,0
115,1,2/11/2024 4:18,17,95,288,21,4,26,0
116,25,12/25/2024 12:51,21,58,332,21,0,34,0
117,9,1/23/2024 16:42,34,0,454,20,6,6,0
118,28,9/25/2024 1:26,16,68,400,9,5,3,0
119,21,1/26/2024 9:25,22,52,214,14,9,19,0
120,17,10/1/2024 5:49,20,77,415,5,2,45,0
121,13,5/8/2024 12:14,3,61,498,21,7,32,0
122,2,11/26/2024 13:24,27,94,121,11,9,58,0
123,2,7/9/2024 14:49,2,49,317,5,5,44,0
124,5,4/5/2024 3:07,29,93,300,29,0,48,0
125,15,1/6/2024 6:31,22,78,278,25,1,11,0
126,19,6/17/2024 1:41,38,37,241,6,5,50,0
127,2,11/24/2024 6:07,17,29,384,23,1,52,0
128,25,10/11/2024 21:29,37,96,384,27,9,51,0
129,17,1/7/2024 7:00,4,28,437,14,7,17,0
130,10,9/30/2024 16:56,16,83,118,6,5,53,0
131,2,6/29/2024 8:24,12,42,289,15,2,47,0
132,25,5/31/2024 8:37,22,54,385,15,5,16,0
133,8,7/9/2024 6:39,3,3,233,29,2,32,0
134,3,7/4/2024 19:30,26,92,209,22,9,51,0
135,19,9/11/2024 17:13,20,4,141,14,5,21,0
136,6,5/14/2024 14:31,0,4,282,16,9,46,0
137,2,3/16/2024 10:38,48,77,267,17,8,26,0
138,25,11/10/2024 16:39,46,85,288,28,0,26,0
139,4,6/24/2024 22:42,0,7,162,7,3,15,0
140,15,2/13/2024 8:53,21,13,77,27,7,2,0
141,13,7/3/2024 1:54,25,13,236,28,2,7,0
142,3,4/18/2024 4:08,46,22,287,15,1,58,0
143,6,7/22/2024 21:54,34,14,241,29,6,37,0
144,28,9/16/2024 20:16,9,38,490,21,6,22,0
145,26,7/10/2024 21:44,43,24,194,17,3,25,0
146,4,4/13/2024 14:46,9,66,282,17,1,47,0
147,4,8/8/2024 10:34,46,85,83,19,7,40,0
148,17,12/20/2024 13:32,43,82,91,13,4,6,0
149,20,8/16/2024 21:01,25,63,275,28,5,37,0
150,25,11/2/2024 9:29,32,52,199,25,5,6,0
151,23,5/12/2024 17:22,47,3,399,15,7,55,0
152,9,12/3/2024 3:01,2,30,89,9,3,24,0
153,6,11/26/2024 13:39,1,83,269,15,3,15,0
154,6,12/7/2024 3:26,48,93,484,29,1,15,0
155,11,4/20/2024 3:49,7,25,484,17,4,6,0
156,26,12/7/2024 14:25,3,18,261,5,3,49,0
157,12,9/15/2024 3:09,46,0,139,18,5,37,0
158,30,8/3/2024 9:41,10,99,382,15,2,33,0
159,6,8/15/2024 22:58,49,9,310,27,9,44,0
160,2,1/15/2024 6:39,12,39,179,24,0,37,0
161,9,2/20/2024 15:07,16,8,448,28,5,55,0
162,3,1/14/2024 6:11,29,94,354,9,1,14,0
163,21,1/9/2024 1:02,10,8,467,16,2,35,0
164,1,12/19/2024 17:21,39,63,455,12,8,37,0
165,14,9/11/2024 3:35,29,34,262,9,4,19,0
166,27,10/14/2024 4:36,13,25,111,8,8,45,0
167,10,11/23/2024 15:02,24,17,345,12,6,40,0
168,14,11/14/2024 6:20,31,50,174,10,0,23,0
169,15,12/13/2024 7:45,32,24,194,5,6,2,0
170,14,10/1/2024 19:09,39,50,88,23,5,6,0
171,3,9/30/2024 7:56,6,50,91,24,0,52,0
172,30,6/19/2024 7:21,38,26,469,10,8,33,0
173,29,6/18/2024 19:32,36,26,488,5,3,22,0
174,2,10/6/2024 18:22,9,4,172,14,0,54,0
175,6,5/5/2024 13:16,12,30,352,8,7,52,0
176,24,3/4/2024 17:48,14,28,185,9,3,12,0
177,13,9/30/2024 13:15,1,26,144,23,2,36,0
178,4,8/28/2024 8:57,25,42,332,9,3,11,0
179,30,3/23/2024 14:46,9,37,183,12,6,47,0
180,26,8/2/2024 23:43,45,11,267,17,7,18,0
181,25,6/9/2024 6:58,32,59,220,16,3,48,0
182,4,5/2/2024 22:44,4,36,377,14,0,28,0
183,26,9/13/2024 23:03,8,50,78,18,7,41,0
184,22,5/23/2024 12:58,10,22,306,18,4,21,0
185,26,4/19/2024 13:10,45,35,231,27,8,1,0
186,22,5/15/2024 7:23,39,14,198,19,8,53,0
187,9,1/4/2024 5:47,9,51,362,25,9,41,0
188,3,8/27/2024 18:44,24,89,124,10,1,7,0
189,18,5/24/2024 4:07,26,33,396,21,2,54,0
190,24,10/14/2024 14:13,24,70,229,10,4,24,0
191,1,8/11/2024 3:24,48,28,112,15,5,26,0
192,28,1/19/2024 21:06,49,84,98,11,0,20,0
193,9,5/11/2024 14:26,48,19,167,26,7,49,0
194,7,2/5/2024 11:06,0,95,190,27,2,59,0
195,24,7/13/2024 21:23,18,61,81,21,7,19,0
196,18,7/30/2024 8:05,0,77,420,19,1,2,0
197,22,3/12/2024 20:38,27,93,215,23,3,1,0
198,8,11/9/2024 4:56,28,54,408,7,9,10,0
199,19,1/20/2024 4:30,45,33,429,5,6,55,0
200,28,10/15/2024 3:17,31,49,440,12,0,57,0
201,23,11/7/2024 21:18,2,87,492,12,5,57,0
202,15,5/9/2024 15:28,36,66,100,5,7,34,0
203,3,9/28/2024 17:42,31,87,127,28,3,52,0
204,5,1/12/2024 10:13,20,13,272,27,1,7,0
205,10,6/14/2024 8:20,6,32,200,25,2,48,0
206,29,5/17/2024 23:11,18,35,334,22,1,1,0
207,15,11/25/2024 2:26,4,19,60,14,1,3,0
208,23,12/21/2024 21:54,11,19,310,9,5,30,0
209,9,12/16/2024 23:08,33,52,477,7,3,58,0
210,22,11/7/2024 12:25,43,23,130,14,7,59,0
211,14,7/28/2024 15:56,22,95,258,22,2,17,0
212,14,7/16/2024 15:43,8,39,499,17,8,39,0
213,9,5/31/2024 19:17,21,3,203,17,1,23,0
214,5,5/21/2024 15:13,10,69,195,25,9,36,0
215,9,2/7/2024 4:52,37,33,66,9,8,38,0
216,26,3/16/2024 5:42,11,86,166,14,5,21,0
217,27,7/16/2024 17:45,30,5,268,12,1,12,0
218,13,2/21/2024 6:44,6,9,222,21,9,21,0
219,28,3/1/2024 23:28,45,63,179,26,0,51,0
220,21,8/11/2024 15:12,35,25,78,25,7,11,0
221,4,4/29/2024 1:37,48,58,344,12,2,54,0
222,2,7/6/2024 6:28,46,23,295,26,4,56,0
223,1,9/12/2024 12:11,35,19,276,24,0,59,0
224,13,11/26/2024 5:54,42,97,250,6,4,9,0
225,9,5/20/2024 16:54,39,16,178,29,7,42,0
226,25,10/21/2024 22:01,38,34,180,22,4,44,0
227,12,3/14/2024 16:20,29,97,61,23,4,44,0
228,27,7/27/2024 20:19,48,60,66,14,8,55,0
229,17,6/12/2024 22:23,46,11,367,20,7,19,0
230,8,5/30/2024 3:35,30,20,130,27,4,54,0
231,16,5/14/2024 15:45,5,71,74,22,8,12,0
232,15,7/1/2024 10:20,25,25,96,14,6,17,0
233,23,2/10/2024 5:28,25,84,135,11,4,7,0
234,9,3/15/2024 18:19,47,71,364,27,1,31,0
235,30,7/12/2024 8:23,38,98,451,14,6,17,0
236,14,3/31/2024 6:50,30,23,157,17,1,3,0
237,5,9/26/2024 3:55,42,39,232,27,6,15,0
238,24,6/12/2024 18:17,48,3,398,26,8,13,0
239,18,4/14/2024 14:58,32,15,475,16,1,55,0
240,3,11/30/2024 15:10,41,33,463,27,1,32,0
241,3,9/4/2024 8:10,38,45,78,21,4,44,0
242,25,12/14/2024 5:09,15,55,285,19,8,10,0
243,30,9/12/2024 9:27,24,83,438,5,0,3,0
244,13,2/19/2024 3:38,13,29,373,22,4,25,0
245,16,1/25/2024 8:26,0,52,122,19,0,57,0
246,24,2/21/2024 7:56,3,11,236,9,4,43,0
247,28,11/11/2024 17:17,5,38,489,18,7,11,0
248,30,4/29/2024 0:17,12,97,202,11,3,4,0
249,27,6/9/2024 17:09,7,19,398,26,4,51,0
250,13,1/18/2024 18:29,45,73,156,6,8,26,0
251,9,8/27/2024 1:26,48,2,425,10,4,5,0
252,22,2/21/2024 12:39,46,86,226,13,2,20,0
253,26,1/3/2024 3:42,48,60,428,14,2,50,0
254,18,4/11/2024 1:37,16,87,52,7,5,13,0
255,24,10/20/2024 10:55,46,88,378,8,4,34,0
256,11,8/31/2024 23:02,40,55,372,13,2,25,0
257,2,5/22/2024 18:59,11,41,58,19,7,25,0
258,5,3/21/2024 16:01,10,58,275,28,5,8,0
259,27,5/15/2024 5:27,4,47,139,22,5,37,0
260,28,1/11/2024 16:14,47,76,333,9,0,50,0
261,8,12/27/2024 19:57,44,95,367,23,9,3,0
262,24,9/26/2024 16:06,39,97,89,17,0,6,0
263,24,6/29/2024 2:39,18,79,217,5,8,13,0
264,11,12/24/2024 8:51,44,88,230,14,3,27,0
265,6,4/27/2024 19:49,6,4,284,17,9,57,0
266,19,4/23/2024 0:19,30,22,475,14,4,30,0
267,7,12/8/2024 12:10,30,81,405,6,6,2,0
268,13,5/15/2024 18:55,45,26,162,13,0,40,0
269,2,7/16/2024 5:12,23,34,375,23,6,10,0
270,9,4/3/2024 3:20,31,97,368,19,4,29,0
271,22,11/1/2024 13:10,3,19,401,8,1,4,0
272,27,8/2/2024 6:36,16,11,455,21,9,54,0
273,1,7/4/2024 18:45,21,89,169,22,1,14,0
274,15,4/2/2024 0:18,28,75,213,7,3,12,0
275,7,2/19/2024 11:15,28,10,82,10,2,11,0
276,26,4/12/2024 15:16,22,25,479,6,3,17,0
277,3,4/24/2024 23:48,12,38,320,27,3,32,0
278,2,9/21/2024 8:54,46,77,133,26,2,17,0
279,30,9/18/2024 7:20,43,55,141,25,4,59,0
280,20,5/18/2024 4:49,5,18,490,9,2,59,0
281,1,8/2/2024 5:32,37,14,211,7,0,25,0
282,24,5/23/2024 0:48,11,17,320,16,7,46,0
283,25,2/6/2024 23:23,16,92,358,12,1,52,0
284,7,5/24/2024 10:31,2,92,497,16,4,24,0
285,28,6/23/2024 10:18,2,19,95,19,8,30,0
286,14,12/19/2024 13:01,6,16,431,16,3,36,0
287,9,10/6/2024 6:23,37,47,493,26,5,53,0
288,21,2/13/2024 13:15,1,87,121,15,0,8,0
289,21,7/17/2024 5:49,17,93,369,22,5,32,0
290,11,9/10/2024 23:56,44,88,338,10,8,8,0
291,11,6/3/2024 20:13,21,50,137,13,0,12,0
292,25,11/15/2024 19:44,45,31,129,26,5,28,0
293,20,7/17/2024 20:17,32,73,473,22,0,2,0
294,1,10/29/2024 4:22,32,76,463,5,3,26,0
295,22,4/26/2024 21:31,38,65,215,11,9,46,0
296,26,7/16/2024 4:42,49,14,155,27,0,40,0
297,11,10/20/2024 4:48,2,5,58,10,8,39,0
298,9,2/4/2024 13:37,49,75,313,12,1,28,0
299,30,8/10/2024 11:14,19,61,160,11,3,16,0
300,4,5/19/2024 23:34,5,57,71,7,8,42,0
301,14,3/22/2024 21:04,10,81,61,27,8,45,0
302,19,6/11/2024 22:02,18,54,287,8,7,29,0
303,23,9/27/2024 21:54,31,50,349,22,5,18,0
304,19,9/23/2024 13:28,21,36,401,28,8,59,0
305,3,4/24/2024 23:14,27,73,292,7,5,15,0
306,1,1/16/2024 14:59,6,75,354,25,9,24,0
307,20,4/25/2024 18:31,36,3,269,16,3,24,0
308,18,11/24/2024 11:50,48,50,145,13,3,58,0
309,21,8/28/2024 11:49,33,99,115,19,1,36,0
310,6,4/11/2024 21:48,38,41,292,23,9,54,0
311,29,9/6/2024 11:09,11,2,286,22,7,21,0
312,15,10/15/2024 2:54,32,98,331,12,3,48,0
313,30,6/15/2024 13:22,22,41,477,18,1,55,0
314,5,11/6/2024 7:34,4,37,90,26,7,39,0
315,25,7/26/2024 1:33,19,1,280,10,0,59,0
316,25,8/11/2024 15:05,27,65,212,9,4,1,0
317,8,9/21/2024 22:22,11,55,213,17,6,47,0
318,11,4/22/2024 10:05,9,66,167,18,9,29,0
319,10,8/30/2024 1:37,11,93,410,5,4,20,0
320,8,8/24/2024 20:51,42,75,50,29,5,20,0
321,28,6/26/2024 12:29,42,36,224,9,4,49,0
322,17,6/19/2024 23:45,43,55,205,19,5,44,0
323,27,11/19/2024 5:27,19,77,179,13,4,20,0
324,26,4/26/2024 11:40,28,0,168,7,5,37,0
325,21,11/9/2024 18:42,4,32,228,18,9,20,0
326,21,1/2/2024 20:35,49,87,300,15,1,25,0
327,18,2/13/2024 10:50,28,56,88,28,1,23,0
328,12,6/11/2024 5:59,37,83,200,17,3,16,0
329,18,11/10/2024 6:29,41,7,390,5,6,8,0
330,29,8/18/2024 10:24,31,4,135,19,1,1,0
331,23,3/26/2024 10:42,25,42,463,22,1,17,0
332,26,10/19/2024 0:46,7,46,281,21,7,25,0
333,14,3/31/2024 10:34,3,32,50,23,4,48,0
334,5,2/6/2024 9:08,40,89,495,6,1,6,0
335,9,6/30/2024 18:09,32,40,138,20,8,53,0
336,13,7/29/2024 10:58,30,74,373,6,5,46,0
337,4,2/2/2024 11:36,37,18,131,17,8,23,0
338,19,1/20/2024 1:55,44,74,178,28,5,7,0
339,25,2/1/2024 3:38,20,14,114,16,9,7,0
340,15,3/13/2024 17:46,20,18,365,29,0,49,0
341,17,9/9/2024 19:30,34,43,151,15,2,8,0
342,14,8/16/2024 18:37,13,73,499,18,8,3,0
343,21,11/22/2024 18:15,25,71,353,6,5,28,0
344,21,10/14/2024 10:16,28,25,202,16,4,34,0
345,16,6/16/2024 0:43,36,78,349,8,6,6,0
346,14,12/10/2024 16:03,49,42,70,27,6,16,0
347,15,11/17/2024 14:30,14,24,341,15,2,15,0
348,4,2/10/2024 0:24,20,12,324,6,3,48,0
349,21,2/12/2024 18:51,45,26,206,19,2,8,0
350,16,10/3/2024 15:58,41,35,207,22,1,49,0
351,13,6/12/2024 8:01,3,89,394,15,6,31,0
352,12,1/30/2024 23:56,9,38,446,11,7,49,0
353,10,8/12/2024 22:37,41,55,85,24,3,54,0
354,7,6/12/2024 10:58,0,43,425,17,9,47,0
355,27,12/8/2024 11:06,12,21,167,25,5,28,0
356,9,10/4/2024 19:23,25,8,320,14,7,58,0
357,25,6/11/2024 21:23,41,71,201,20,0,26,0
358,27,9/17/2024 2:11,36,67,99,28,2,36,0
359,28,12/4/2024 5:10,38,73,394,22,2,36,0
360,10,7/31/2024 21:03,32,54,291,9,0,35,0
361,12,4/3/2024 13:27,33,32,168,25,0,22,0
362,16,8/21/2024 16:10,36,14,468,11,9,9,0
363,14,5/9/2024 20:17,12,56,303,29,1,35,0
364,7,5/30/2024 21:22,20,17,372,14,5,39,0
365,9,6/6/2024 11:44,48,74,329,18,2,4,0
366,26,7/19/2024 1:34,37,41,337,11,3,40,0
367,5,3/14/2024 1:41,32,35,436,13,7,33,0
368,27,1/15/2024 23:38,5,40,245,17,0,2,0
369,28,1/4/2024 5:01,4,43,76,25,7,38,0
370,8,3/29/2024 10:36,49,66,349,7,5,6,0
371,2,1/2/2024 17:04,22,43,307,10,0,35,0
372,2,1/4/2024 15:51,22,29,165,12,5,44,0
373,26,8/7/2024 8:06,35,68,382,19,8,55,0
374,16,12/26/2024 19:37,41,61,207,29,6,16,0
375,12,12/30/2024 13:40,16,15,445,12,3,3,0
376,16,7/18/2024 20:46,29,22,397,23,7,54,0
377,5,5/11/2024 19:35,19,64,170,25,3,6,0
378,22,9/27/2024 10:09,17,71,280,5,4,16,0
379,12,5/11/2024 7:43,37,97,191,8,0,23,0
380,18,9/16/2024 20:26,44,65,410,25,1,27,0
381,25,8/5/2024 19:06,8,64,380,7,3,23,0
382,26,9/5/2024 14:52,3,81,360,10,2,22,0
383,11,5/14/2024 8:04,14,85,365,9,3,42,0
384,12,2/20/2024 10:02,46,48,91,10,1,45,0
385,3,11/14/2024 9:04,29,87,207,18,5,3,0
386,16,2/25/2024 0:04,6,51,63,13,4,35,0
387,2,12/1/2024 7:21,26,1,468,22,3,18,0
388,10,11/29/2024 6:02,24,65,330,26,0,36,0
389,14,1/12/2024 0:16,0,79,359,18,3,3,0
390,3,12/12/2024 7:05,40,5,74,17,4,34,0
391,8,1/8/2024 6:44,20,97,74,19,3,45,0
392,28,5/7/2024 4:29,11,31,177,17,3,18,0
393,29,6/12/2024 7:40,5,31,398,15,1,23,0
394,19,11/26/2024 7:09,30,4,467,14,8,2,0
395,30,2/16/2024 0:50,10,49,302,28,8,23,0
396,19,10/7/2024 3:42,8,98,198,13,2,7,0
397,16,5/16/2024 12:21,15,96,309,8,6,40,0
398,17,3/8/2024 2:25,36,51,270,24,3,38,0
399,7,7/25/2024 0:30,49,62,165,7,6,27,0
400,28,6/28/2024 13:18,21,13,278,26,4,55,0
401,2,1/9/2024 21:03,26,20,295,10,4,10,0
402,23,11/19/2024 6:41,38,4,114,17,4,26,0
403,18,8/23/2024 5:00,44,84,230,22,4,45,0
404,4,3/12/2024 14:46,16,98,237,15,4,52,0
405,23,9/26/2024 10:26,25,67,83,24,1,40,0
406,3,7/9/2024 17:47,40,92,485,10,9,21,0
407,10,11/12/2024 8:17,12,63,66,28,8,41,0
408,1,5/6/2024 22:40,1,59,97,5,9,50,0
409,26,3/22/2024 13:44,39,20,333,15,6,34,0
410,8,5/10/2024 11:25,21,71,482,19,0,23,0
411,24,1/1/2024 14:37,44,82,118,16,0,23,0
412,5,5/18/2024 10:54,7,76,249,29,6,43,0
413,1,5/4/2024 4:42,44,50,457,7,7,17,0
414,5,4/19/2024 11:26,19,20,281,18,3,11,0
415,20,12/14/2024 16:13,14,82,440,23,2,43,0
416,26,11/11/2024 17:08,4,4,399,26,7,10,0
417,6,4/28/2024 23:26,46,95,417,21,7,40,0
418,25,3/2/2024 21:47,8,65,483,7,0,36,0
419,30,2/17/2024 12:48,3,77,154,13,8,58,0
420,23,1/23/2024 13:14,49,9,198,8,7,2,0
421,22,6/7/2024 3:22,12,52,209,20,1,11,0
422,10,1/13/2024 0:53,14,16,473,22,6,9,0
423,25,10/6/2024 2:06,39,58,383,29,1,22,0
424,20,1/28/2024 11:59,29,83,262,16,2,46,0
425,17,10/8/2024 1:08,20,98,171,27,6,49,0
426,12,3/10/2024 19:19,40,46,67,25,4,8,0
427,14,10/11/2024 14:27,39,6,200,16,5,22,0
428,11,6/26/2024 16:11,24,21,397,17,1,2,0
429,29,5/3/2024 2:20,20,78,485,22,2,23,0
430,24,12/3/2024 7:58,43,76,327,15,4,33,0
431,24,10/23/2024 7:02,2,62,167,23,6,29,0
432,30,2/10/2024 9:36,38,24,177,9,7,42,0
433,26,10/6/2024 1:46,15,71,178,16,4,3,0
434,1,11/8/2024 13:29,3,98,273,14,1,43,0
435,25,8/24/2024 14:47,9,20,433,18,6,27,0
436,27,1/5/2024 14:40,1,40,161,17,8,52,0
437,4,12/8/2024 14:51,21,89,363,26,0,14,0
438,14,7/15/2024 2:46,33,52,426,24,2,31,0
439,23,2/26/2024 11:43,5,55,260,9,9,4,0
440,15,4/11/2024 14:46,3,19,443,28,5,35,0
441,26,1/20/2024 1:25,36,84,359,12,6,21,0
442,10,2/17/2024 7:43,37,45,309,29,3,17,0
443,23,1/13/2024 9:34,6,3,270,18,2,24,0
444,5,1/21/2024 7:19,15,57,104,24,3,56,0
445,30,1/17/2024 4:55,23,33,207,22,2,31,0
446,28,8/9/2024 17:17,18,48,368,18,2,22,0
447,24,9/30/2024 23:38,44,75,79,10,4,31,0
448,4,12/31/2024 2:22,18,47,222,8,6,49,0
449,23,7/20/2024 11:33,32,17,368,24,0,59,0
450,28,11/18/2024 19:27,46,74,362,26,0,17,0
451,6,4/27/2024 19:57,3,19,289,19,5,47,0
452,14,11/19/2024 21:18,10,8,139,20,4,57,0
453,20,8/23/2024 6:34,9,49,308,17,0,30,0
454,30,1/1/2024 22:27,44,69,386,17,2,53,0
455,19,4/23/2024 3:51,41,34,351,23,4,29,0
456,5,10/11/2024 8:01,19,48,454,14,4,36,0
457,6,9/3/2024 6:52,25,3,175,11,6,50,0
458,3,10/29/2024 3:43,0,23,362,8,5,41,0
459,22,7/27/2024 8:41,45,59,413,29,3,24,0
460,25,1/14/2024 7:50,35,84,463,28,9,30,0
461,22,1/27/2024 23:01,27,6,212,27,7,10,0
462,16,12/22/2024 3:50,15,53,155,29,5,44,0
463,9,2/21/2024 14:19,44,99,233,15,3,18,0
464,26,6/23/2024 20:16,42,56,70,8,1,33,0
465,27,7/28/2024 12:13,6,69,176,19,1,32,0
466,24,12/27/2024 0:42,10,19,192,20,6,21,0
467,10,9/24/2024 13:36,25,13,362,9,9,21,0
468,18,11/21/2024 9:34,4,2,136,9,7,49,0
469,19,6/21/2024 12:33,24,84,433,16,8,41,0
470,1,9/4/2024 8:36,49,67,432,14,8,7,0
471,22,11/7/2024 0:55,32,80,201,6,9,43,0
472,9,3/8/2024 4:41,38,85,226,21,1,6,0
473,14,7/21/2024 17:54,5,97,114,14,4,5,0
474,2,9/28/2024 15:56,21,56,115,14,1,16,0
475,16,12/28/2024 16:31,38,85,125,28,7,38,0
476,28,2/16/2024 15:19,9,98,241,23,0,32,0
477,7,12/14/2024 4:56,20,19,203,8,3,22,0
478,15,7/2/2024 2:05,39,84,128,26,3,28,0
